Title,Rating,Rating Count,Phone,Address,Website
"Omega Law Group, PC",4.9,525,+13103614832,N/A,https://www.google.com/localservices/prolist?g2lbs=AAEPWCu2KsV7D1ZIR86DRPQemRgp78HKMYqAkWUA6H-20Gls1SnI6Tuc9-PCDACm88OzjEnlcysW&hl=en-US&gl=us&ssta=1&src=1&gsas=1&slp=OqQEQ2hNSTE4bm53WXZWaXdNVm9BTjdCeDBiMFN2T0Vpb0lCQkFCR2d3SWh2eTRnd0lROWJDSnVRa2c4cmoyaUFJd2dJeU5uZ0k0dVp5N2hBRklnTWFHandFU0tRZ0VFQUlhQ3dpU2tOSWxFUE93X2JrSklLbUV3cDBDTUlDTWpaNENPSlNDNFk0QlNJREdobzhCRWlvSUJCQURHZ3dJcGJ2aGlBSVFwT1BKdVFrZ2g1UG9td0l3Z0l5Tm5nSTR3NG4walFGSWdNYUdqd0VTS1FnRUVBUWFDd2pidXM0YkVMbm1fYmtKSVA2N2k1b0NNSUNNalo0Q09QX2RoWTBCU0lER2hvOEJFaW9JQkJBRkdnd0lwZWJPZ1FRUTNfWDU2UWtnaGRqdm1BSXdnSXlObmdJNGd1eTNqQUZJZ01hR2p3RVNLZ2dFRUFZYURBaWMzX3ZEQWhEWjZmSEJDU0RFZ0xLY0FqQ0FqSTJlQWppaWdKbU9BVWlBeG9hUEFSSXFDQVFRQnhvTUNPS0k0WUFDRVA2ajJyZ0pJSk9zdzVrQ01JQ01qWjRDT0luVzRZd0JTSURHaG84QkVpb0lCQkFJR2d3SXBhWC0yZ1FRZ1liOGlBNGdwYnUwbGdJd2dJeU5uZ0k0MHAyYWl3RklnTWFHandFaUJnZ0VFQUlZQ0NnTU1oeVhxN0VDejgyeEFyS3BzUUxGb0xFQzFzaXhBdFd5c1FMWnlMRUM%3D&spp=EmYKEgiG_LiDAhD1sIm5CRj_x6-gJRI3eGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGVyc29uYWxfaW5qdXJ5X2xhd3llcjplbi1VU0ITCNfJ58GL1YsDFaADewcdG9ErzkgEUAE%3D&scp=Cjd4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wZXJzb25hbF9pbmp1cnlfbGF3eWVyOmVuLVVTEiUaEgkT2ifcXcfCgBH0CEYlb98v4iILTG9zIEFuZ2VsZXM4yvE9KhNQZXJzb25hbCBpbmp1cnkgbGF3ShUKEwjXyefBi9WLAxWgA3sHHRvRK84%3D&q=personal+injury+lawyer+in+Los+Angeles
Chris and Frank Accident Attorneys,5.0,298,+19495224065,N/A,https://www.google.com/localservices/prolist?g2lbs=AAEPWCtuoo_2uerYysU0gcoDvh71obK3kYbSkIhqYmKEoPIEm-86xuwnygTnD7TF6wPVu2O7ocxn&hl=en-US&gl=us&ssta=1&src=1&gsas=1&slp=OqQEQ2hNSTE4bm53WXZWaXdNVm9BTjdCeDBiMFN2T0Vpb0lCQkFCR2d3SWh2eTRnd0lROWJDSnVRa2c4cmoyaUFJd2dJeU5uZ0k0dVp5N2hBRklnTWFHandFU0tRZ0VFQUlhQ3dpU2tOSWxFUE93X2JrSklLbUV3cDBDTUlDTWpaNENPSlNDNFk0QlNJREdobzhCRWlvSUJCQURHZ3dJcGJ2aGlBSVFwT1BKdVFrZ2g1UG9td0l3Z0l5Tm5nSTR3NG4walFGSWdNYUdqd0VTS1FnRUVBUWFDd2pidXM0YkVMbm1fYmtKSVA2N2k1b0NNSUNNalo0Q09QX2RoWTBCU0lER2hvOEJFaW9JQkJBRkdnd0lwZWJPZ1FRUTNfWDU2UWtnaGRqdm1BSXdnSXlObmdJNGd1eTNqQUZJZ01hR2p3RVNLZ2dFRUFZYURBaWMzX3ZEQWhEWjZmSEJDU0RFZ0xLY0FqQ0FqSTJlQWppaWdKbU9BVWlBeG9hUEFSSXFDQVFRQnhvTUNPS0k0WUFDRVA2ajJyZ0pJSk9zdzVrQ01JQ01qWjRDT0luVzRZd0JTSURHaG84QkVpb0lCQkFJR2d3SXBhWC0yZ1FRZ1liOGlBNGdwYnUwbGdJd2dJeU5uZ0k0MHAyYWl3RklnTWFHandFaUJnZ0VFQUlZQ0NnTU1oeVhxN0VDejgyeEFyS3BzUUxGb0xFQzFzaXhBdFd5c1FMWnlMRUM%3D&spp=EmUKEQiSkNIlEPOw_bkJGP_Hr6AlEjd4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wZXJzb25hbF9pbmp1cnlfbGF3eWVyOmVuLVVTQhMI18nnwYvViwMVoAN7Bx0b0SvOSARQAg%3D%3D&scp=Cjd4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wZXJzb25hbF9pbmp1cnlfbGF3eWVyOmVuLVVTEiUaEgkT2ifcXcfCgBH0CEYlb98v4iILTG9zIEFuZ2VsZXM4yvE9KhNQZXJzb25hbCBpbmp1cnkgbGF3ShUKEwjXyefBi9WLAxWgA3sHHRvRK84%3D&q=personal+injury+lawyer+in+Los+Angeles
